article_name,country,region,rev_id,article_quality,population
Jorge Lemus,Argentina,LATIN AMERICA AND THE CARIBBEAN,694889020,Stub,45.376999999999995
Viktor Magnus von Born,Finland,EUROPE,694949199,Stub,5.529
Lennart Byman,Finland,EUROPE,694949347,Stub,5.529
Hamid Khan Achakzai,Pakistan,ASIA,694954386,Stub,220.94
Johan Helo,Finland,EUROPE,694969219,Stub,5.529
Gunnar Henriksson,Finland,EUROPE,694969272,Stub,5.529
Cecilia Soria,Argentina,LATIN AMERICA AND THE CARIBBEAN,695276940,Stub,45.376999999999995
Francisco de Arango y Parreño,Cuba,LATIN AMERICA AND THE CARIBBEAN,695389357,Start,11.280999999999999
Tian Xiangli,China,ASIA,695393414,Stub,1402.385
Ridha Charfeddine,Tunisia,AFRICA,695405443,Stub,11.895999999999999
Tjapko Poppens,Netherlands,EUROPE,695633280,Stub,17.467
Pradip Kumar Gyawali,Nepal,ASIA,695644408,Start,29.996
Thierry Poyet,Monaco,EUROPE,695938011,Stub,38.0
Eric Elena,Monaco,EUROPE,695941127,Stub,38.0
Kalikst Witkowski,Poland,EUROPE,696119166,Stub,38.368
Nikos Markatos,Greece,EUROPE,696253449,Start,10.7
Dobrilo Dedeić,Montenegro,EUROPE,696310078,Stub,622.0
Navin Patel,Fiji,OCEANIA,696350624,Stub,896.0
Christopher Nwankwo,Nigeria,AFRICA,696479863,Stub,206.14
Electoral history of Atal Bihari Vajpayee,India,ASIA,696606312,Stub,1400.1
Khanzahi,Iran,ASIA,696608092,Stub,84.15
Palden Tsering Gyamtso,India,ASIA,696608668,Stub,1400.1
Soledad Sosa,Argentina,LATIN AMERICA AND THE CARIBBEAN,697009255,Stub,45.376999999999995
Shafi U Ahmed,Bangladesh,ASIA,697267319,Stub,169.80900000000003
Omar Benjelloun,Morocco,AFRICA,697280332,Stub,35.952
Fernão Martins da Fonseca Coutinho,Portugal,EUROPE,697369222,Stub,10.255
Jean-François Robillon,Monaco,EUROPE,697507956,Start,38.0
Lhatu Wangchuk,Bhutan,ASIA,697511001,Stub,0.73
Tek Bahadur Gurung,Nepal,ASIA,697556836,Start,29.996
Mohammad Sultan,Bangladesh,ASIA,697559666,Start,169.80900000000003
Gaya Prasad,India,ASIA,697662367,Stub,1400.1
Political Bureau of the Central Committee of FRELIMO,Mozambique,AFRICA,697742639,Stub,31.166
Old Men Forget,United Kingdom,EUROPE,697897076,Stub,67.16
Satini Manuella,Tuvalu,OCEANIA,697908533,Stub,0.01
S. Ganesan,India,ASIA,698048774,Stub,1400.1
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,NORTHERN AMERICA,698077739,Stub,38.19
"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",Spain,EUROPE,698093715,Start,47.635
Rameshwor Phuyal,Nepal,ASIA,698241676,Stub,29.996
Rishi Kattel,Nepal,ASIA,698253253,Stub,29.996
Peter Arnold (politician),Australia,OCEANIA,698345894,Stub,25.754
Sushila Chaudhary,Nepal,ASIA,698571611,Stub,29.996
Mahendra Dhoj G.C.,Nepal,ASIA,698571613,Stub,29.996
Sher Bahadur Tamang,Nepal,ASIA,698571631,Stub,29.996
Hari Bahadur Khadka,Nepal,ASIA,698571634,Stub,29.996
Tirtha Bahadur Lama,Nepal,ASIA,698571661,Stub,29.996
Vishwendraman Pashwan,Nepal,ASIA,698571662,Stub,29.996
Tuluram Rajbanshi,Nepal,ASIA,698571672,Stub,29.996
Hari Lal Joshi,Nepal,ASIA,698571717,Stub,29.996
Arjun Jang Bahadur Singh,Nepal,ASIA,698571731,Stub,29.996
Prem Lal Singh,Nepal,ASIA,698571738,Stub,29.996
Sebaki Devi Das Tatma,Nepal,ASIA,698571745,Stub,29.996
Chandra Bahadur Gurung,Nepal,ASIA,698571747,Stub,29.996
Krishna Das Shrestha,Nepal,ASIA,698571748,Stub,29.996
Om Prakash Yadav Gulzari,Nepal,ASIA,698571750,Stub,29.996
Omprakash Yadav,Nepal,ASIA,698571758,Stub,29.996
Hari Parajuli,Nepal,ASIA,698571782,Stub,29.996
Ishwar Dayal Mishra,Nepal,ASIA,698571785,Stub,29.996
Sher Dhan Rai,Nepal,ASIA,698571803,Stub,29.996
Bhim Bahadur Tamang,Nepal,ASIA,698572100,Start,29.996
Bedanand Jha,Nepal,ASIA,698572160,Stub,29.996
Mohan Prasad Pandey,Nepal,ASIA,698572183,Stub,29.996
Shekha Nath Adhikari,Nepal,ASIA,698572200,Stub,29.996
Dev Raj Joshi,Nepal,ASIA,698572239,Stub,29.996
Tarinee Datt Chataut,Nepal,ASIA,698572252,Stub,29.996
Rabindra Nath Sharma,Nepal,ASIA,698572269,Stub,29.996
Tek Bahadur Chokhyal,Nepal,ASIA,698572288,Stub,29.996
Dip Kumar Upadhaya (Lamichhane),Nepal,ASIA,698572291,Stub,29.996
Brijesh Kumar Gupta,Nepal,ASIA,698572322,Stub,29.996
Harka Bahadur Singh,Nepal,ASIA,698572326,Stub,29.996
Mohammad Estiyak Rai,Nepal,ASIA,698573619,Stub,29.996
Rameshwor Prasad Dhungel,Nepal,ASIA,698573648,Stub,29.996
Parbati Chaudhary,Nepal,ASIA,698573657,Stub,29.996
Ram Hari Subedi,Nepal,ASIA,698573663,Stub,29.996
Malabar Singh Thapa,Nepal,ASIA,698573690,Stub,29.996
Yagya Bahadur Basnyat,Nepal,ASIA,698573707,Stub,29.996
Narayan Singh Pun,Nepal,ASIA,698573738,Stub,29.996
Ram Ayodhya Prasad Yadav,Nepal,ASIA,698575586,Stub,29.996
Ramnath Dhakal,Nepal,ASIA,698575613,Stub,29.996
Sher Bahadur Kunwor,Nepal,ASIA,698575620,Stub,29.996
Ram Bir Manandhar,Nepal,ASIA,698575646,Stub,29.996
Radhe Chandra Yadav,Nepal,ASIA,698575662,Stub,29.996
Til Kumar Menyangbo Limbu,Nepal,ASIA,698575677,Stub,29.996
Tirtha Ram Dangol,Nepal,ASIA,698575695,Stub,29.996
Rajendra Kumar KC,Nepal,ASIA,698575714,Stub,29.996
Lekh Nath Neupane,Nepal,ASIA,698582041,Stub,29.996
Frank Lark,New Zealand,OCEANIA,698635954,Start,4.987
Dorji Namgyal,Bhutan,ASIA,698806662,Stub,0.73
Ugyen Tshering,Bhutan,ASIA,698806682,Stub,0.73
Ibrahim Didi,Maldives,ASIA,698807297,Stub,541.0
Ibrahim Saleem,Maldives,ASIA,698807322,Stub,541.0
Mohamed Munavvar,Maldives,ASIA,698807325,Start,541.0
Mohamed Zahir Hussain,Maldives,ASIA,698807337,Stub,541.0
Azima Shukoor,Maldives,ASIA,698807345,Stub,541.0
Mohamed bin Hajj Ali Thukkala,Maldives,ASIA,698807371,Stub,541.0
Mahmood Razi,Maldives,ASIA,698807791,Stub,541.0
Kumaraswamy Nandagopan,Sri Lanka,ASIA,698946168,Stub,21.936999999999998
V. Sivayogan,Sri Lanka,ASIA,698946169,Stub,21.936999999999998
P. Ariyaratnam,Sri Lanka,ASIA,698947539,Stub,21.936999999999998
V. Edirmannasingham,Sri Lanka,ASIA,698947672,Stub,21.936999999999998
K. Vignarajah,Sri Lanka,ASIA,698947841,Stub,21.936999999999998
M. Manickam,Sri Lanka,ASIA,698948097,Stub,21.936999999999998
S. R. P. Sraiva,Sri Lanka,ASIA,698948150,Stub,21.936999999999998
Štefan Osuský,Slovakia,EUROPE,698964210,C,5.462000000000001
Elżbieta Branicka,Poland,EUROPE,699022350,Stub,38.368
S. Pasupathipillai,Sri Lanka,ASIA,699090098,Stub,21.936999999999998
Ananda Kumarasiri,Sri Lanka,ASIA,699090515,Stub,21.936999999999998
Manuel Martin (conquistador),Spain,EUROPE,699093655,Stub,47.635
Thein Tun,Myanmar,ASIA,699105110,Stub,54.70399999999999
Khin Yi,Myanmar,ASIA,699105313,Stub,54.70399999999999
Win Aung,Myanmar,ASIA,699105350,Start,54.70399999999999
Sao Seng Suk,Myanmar,ASIA,699105456,Stub,54.70399999999999
Maung Oo,Myanmar,ASIA,699105911,Start,54.70399999999999
Nai Htaw Sorn,Myanmar,ASIA,699105927,Start,54.70399999999999
Sein Myint,Myanmar,ASIA,699105952,Stub,54.70399999999999
Khin Maung Thein,Myanmar,ASIA,699105999,Stub,54.70399999999999
Kyaw Swa Khaing,Myanmar,ASIA,699106128,Stub,54.70399999999999
Khin San Hlaing,Myanmar,ASIA,699106152,Stub,54.70399999999999
Tin Hlaing,Myanmar,ASIA,699106649,Stub,54.70399999999999
Thein Swe,Myanmar,ASIA,699106665,Stub,54.70399999999999
Mohammad Temim,Morocco,AFRICA,699136209,Stub,35.952
Teodor Szybiłło,Poland,EUROPE,699143672,Stub,38.368
Prapat Panyachatraksa,Thailand,ASIA,699197059,Stub,66.53399999999999
Suwat Liptapanlop,Thailand,ASIA,699197123,C,66.53399999999999
Sutham Sangprathum,Thailand,ASIA,699197323,Stub,66.53399999999999
Virachai Virameteekul,Thailand,ASIA,699197850,Start,66.53399999999999
Theera Wongsamut,Thailand,ASIA,699198463,Start,66.53399999999999
Kraisak Choonhavan,Thailand,ASIA,699198744,Start,66.53399999999999
Chob Yodkaew,Thailand,ASIA,699199094,Stub,66.53399999999999
Mönkhchuluuny Zorigt,Mongolia,ASIA,699217035,Stub,3.361
Nyamjavyn Batbayar,Mongolia,ASIA,699217197,Stub,3.361
Fritz Hofmann (politician),Switzerland,EUROPE,699244801,Stub,8.634
Andriy Veselovsky,Ukraine,EUROPE,699336500,Start,41.778
Ivan Maistrenko,Ukraine,EUROPE,699336835,Stub,41.778
Yury Lutovinov,Russia,EUROPE,699336991,Start,146.733
Ihor Kharchenko,Ukraine,EUROPE,699337057,Start,41.778
Mykola Hrabar,Ukraine,EUROPE,699337076,Stub,41.778
Emil Byk,Austria,EUROPE,699337845,Stub,8.914
Ihor Dushyn,Ukraine,EUROPE,699338274,Stub,41.778
Victor Său,Moldova,EUROPE,699338569,Stub,3.535
Vasiliy Pokotilo,Russia,EUROPE,699339086,Stub,146.733
Iuliana Gorea-Costin,Moldova,EUROPE,699339429,Start,3.535
Alexandru Codreanu,Moldova,EUROPE,699339451,Stub,3.535
Paweł Adamowicz,Poland,EUROPE,699339741,Stub,38.368
Ioan Străjescu,Romania,EUROPE,699339799,Stub,19.241
Alexandru Cantacuzino,Romania,EUROPE,699339851,Stub,19.241
Eugen Bejinariu,Romania,EUROPE,699340034,Stub,19.241
Juliusz Leo,Poland,EUROPE,699340111,Stub,38.368
Leo Goldhammer,Israel,ASIA,699340192,Start,9.216000000000001
Ivan Tkachenko (politician),Moldova,EUROPE,699340750,Stub,3.535
Yevsey Gindes,Azerbaijan,ASIA,699340982,Start,10.107999999999999
Pavel Parasca,Moldova,EUROPE,699341069,Start,3.535
Albin Dunajewski,Poland,EUROPE,699341077,Stub,38.368
Sospeter Machage,Kenya,AFRICA,699341277,Start,53.528
Franciszek Bajorek,Poland,EUROPE,699359388,Start,38.368
Mohamed Charfi,Tunisia,AFRICA,699363937,Stub,11.895999999999999
Don Ferguson (South Australian politician),Australia,OCEANIA,699385095,Stub,25.754
Keith Plunkett,Australia,OCEANIA,699387282,Stub,25.754
Kym Mayes,Australia,OCEANIA,699387500,Stub,25.754
Max Brown (politician),Australia,OCEANIA,699387764,Stub,25.754
Wyllys–Haynes family,United States,NORTHERN AMERICA,699520934,Start,329.87800000000004
Viktor Anpilov,Russia,EUROPE,699565471,Stub,146.733
Derek Nally,Ireland,EUROPE,699589239,Stub,5.003
Fiqirete Shehu,Albania,EUROPE,699674395,Stub,2.838
Fan Chuo (Tang dynasty),China,ASIA,699691415,Start,1402.385
Óscar Moncada,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,699692070,Stub,6.596
Yahya Al-Mutawakel,Yemen,ASIA,699698896,Stub,29.826
Óscar González (politician),Mexico,LATIN AMERICA AND THE CARIBBEAN,699700649,Stub,127.792
Rosebud Kurwijila,Tanzania,AFRICA,699701755,Stub,59.733999999999995
Constantin Angelescu,Romania,EUROPE,699739069,Stub,19.241
Ivan Marazov,Bulgaria,EUROPE,699876153,Stub,6.9270000000000005
William Henry Dillon Bell,New Zealand,OCEANIA,699931269,Stub,4.987
Ibrahim Ismail (politician),Maldives,ASIA,699979806,C,541.0
Choudry Mohammad Sadiq,Pakistan,ASIA,700002117,Stub,220.94
William Lundström,Finland,EUROPE,700027061,Stub,5.529
Ivon Wardle,Australia,OCEANIA,700061282,Stub,25.754
Alexandre-François Vivien,France,EUROPE,700172278,C,64.94
Andrea Törnestam,Sweden,EUROPE,700180948,Stub,10.377
Natisio Loluke,South Sudan,AFRICA,700307974,Stub,11.194
Teker Riek Dong,South Sudan,AFRICA,700312550,Stub,11.194
Sydney Innes-Noad,Australia,OCEANIA,700355020,Stub,25.754
Joseph Beeston,Australia,OCEANIA,700355034,Stub,25.754
John Hall (New South Wales politician),Australia,OCEANIA,700355073,Stub,25.754
Jacek Majchrowski,Poland,EUROPE,700445444,Start,38.368
Antão Martins Homem,Portugal,EUROPE,700458967,Start,10.255
Charles Chaumet,France,EUROPE,700474660,Stub,64.94
Albert Roussin,France,EUROPE,700475564,Stub,64.94
Léon Martin Fourichon,France,EUROPE,700476319,Stub,64.94
Louis Raymond de Montaignac de Chauvance,France,EUROPE,700476353,Stub,64.94
Fritz Heckert,Germany,EUROPE,700669417,Stub,83.3
Grand Empress Dowager Shangguan,China,ASIA,700670718,C,1402.385
Zaharije Trnavčević,Serbia,EUROPE,700719585,Stub,6.957000000000001
Mohamed Kamel Leilah,Egypt,AFRICA,700864508,Stub,100.803
Aleksandr Zolotarev,Ukraine,EUROPE,700932354,Start,41.778
Timothy Ting,Taiwan,ASIA,701014752,Start,23.61
Moinuddin Ahmed Chowdhury,Bangladesh,ASIA,701047665,C,169.80900000000003
Dewan Farid Gazi,Bangladesh,ASIA,701048027,Stub,169.80900000000003
Tawfik Tirawi,Palestinian Territory,ASIA,701106976,Start,5.008
Léon de la Fontaine,Luxembourg,EUROPE,701219833,Start,632.0
Mārtiņš Antons,Latvia,EUROPE,701394744,Stub,1.902
Aigars Prūsis,Latvia,EUROPE,701395219,Stub,1.902
Kumar Lingden,Nepal,ASIA,701431224,Stub,29.996
Samuel R. Spencer,United States,NORTHERN AMERICA,701437626,Stub,329.87800000000004
Winston Jessurun,Suriname,LATIN AMERICA AND THE CARIBBEAN,701452937,Start,605.0
Nikolay Goloded,Belarus,EUROPE,701588716,Stub,9.375
Alfred Edwin Winter,Australia,OCEANIA,701742218,Stub,25.754
Minkailu Bah,Sierra Leone,AFRICA,701745522,Stub,7.977
Raimundo Colombo,Brazil,LATIN AMERICA AND THE CARIBBEAN,701832149,Stub,211.812
Khaled Dawoud,Egypt,AFRICA,701871912,Stub,100.803
Edgar V. Saks,Estonia,EUROPE,701896358,Start,1.331
Samuel Yaw Adusei,Ghana,AFRICA,701904302,Stub,31.073
List of Nigerien politicians,Niger,AFRICA,701961167,Stub,24.189
Zhao Xinchu,China,ASIA,701998658,Stub,1402.385
Manuel Pérez (President of Nicaragua),Nicaragua,LATIN AMERICA AND THE CARIBBEAN,702098995,Stub,6.596
Tomas Bertelman,Sweden,EUROPE,702258783,Stub,10.377
U Thaung (politician),Myanmar,ASIA,702355716,Stub,54.70399999999999
Chan Nyein,Myanmar,ASIA,702357552,Stub,54.70399999999999
Barry Diawadou,Guinea,AFRICA,702484294,Stub,12.56
Antonio Mucci,Argentina,LATIN AMERICA AND THE CARIBBEAN,702509338,Stub,45.376999999999995
Bengt Jönsson (Oxenstierna),Sweden,EUROPE,702687818,Stub,10.377
Jacob Magnus Sprengtporten,Finland,EUROPE,702707688,Start,5.529
Johan Oxenstierna,Sweden,EUROPE,702712670,Start,10.377
Hikmat Mizban Ibrahim al-Azzawi,Iraq,ASIA,702727008,Start,39.725
Axel Lille,Finland,EUROPE,702729826,Stub,5.529
Nils Jönsson (Oxenstierna),Sweden,EUROPE,702740797,Start,10.377
Mikhail Aleksandrovich Stakhovich,Russia,EUROPE,702832114,Stub,146.733
Bo Holmberg,Sweden,EUROPE,702875035,Stub,10.377
Lauri Kaijalainen,Finland,EUROPE,702893111,Stub,5.529
Hubert Gorbach,Austria,EUROPE,702930848,Stub,8.914
Sergei Ivanovich Tiulpanov,Russia,EUROPE,702949370,Start,146.733
Veit Ludwig von Seckendorff,Germany,EUROPE,702964122,Start,83.3
Giovanni Lonfernini,San Marino,EUROPE,702969677,Stub,34.0
Mats Svegfors,Sweden,EUROPE,702972334,Stub,10.377
Lamine Sidimé,Guinea,AFRICA,702973103,Stub,12.56
Daniel Williams (governor-general),Grenada,LATIN AMERICA AND THE CARIBBEAN,702974211,Start,113.0
Nemesi Marqués Oste,Spain,EUROPE,702974510,Stub,47.635
Guillermo Lora,Bolivia,LATIN AMERICA AND THE CARIBBEAN,703029024,Stub,11.633
Ahmed al-Barak,Iraq,ASIA,703053769,Stub,39.725
Wael Abdul Latif,Iraq,ASIA,703053876,Stub,39.725
Dara Nur al-Din,Iraq,ASIA,703053905,Stub,39.725
Mufid Mohammad Jawad al-Jazairi,Iraq,ASIA,703054379,Stub,39.725
Nuri Badran,Iraq,ASIA,703054420,Stub,39.725
Abdel Amir Abbud Rahima,Iraq,ASIA,703054447,Stub,39.725
Ali Faik al-Ghadban,Iraq,ASIA,703054465,Stub,39.725
Khodayyir Abbas,Iraq,ASIA,703054481,Stub,39.725
Hashim Abderrahman al-Shibli,Iraq,ASIA,703054542,Start,39.725
Rashad Mandan Omar,Iraq,ASIA,703054561,Stub,39.725
Sami Azara al-Majun,Iraq,ASIA,703054581,Stub,39.725
Kamel al-Kilani,Iraq,ASIA,703054633,Stub,39.725
Mohammad Jassem Khodayyir,Iraq,ASIA,703054668,Stub,39.725
Carlos Durán Cartín,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,703055426,Stub,5.111000000000001
Aniceto Esquivel Sáenz,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,703055552,Stub,5.111000000000001
Tommy Funebo,Sweden,EUROPE,703060685,Stub,10.377
Garrett D. Kinney,United States,NORTHERN AMERICA,703098503,Stub,329.87800000000004
Manuel Isidoro Belzu,Bolivia,LATIN AMERICA AND THE CARIBBEAN,703105765,C,11.633
Juan José de Amézaga,Uruguay,LATIN AMERICA AND THE CARIBBEAN,703183568,Start,3.531
Francisco Javier Zaldúa,Colombia,LATIN AMERICA AND THE CARIBBEAN,703187650,C,49.443999999999996
John Willard (Australian politician),United Kingdom,EUROPE,703207074,Stub,67.16
Claude Lise,Martinique,LATIN AMERICA AND THE CARIBBEAN,703216645,Stub,356.0
"Charles Louis Bernard de Cléron, comte d'Haussonville",France,EUROPE,703222512,Stub,64.94
Philippe Massoni,France,EUROPE,703224305,Stub,64.94
David John Rankin,Canada,NORTHERN AMERICA,703226576,Stub,38.19
Aleksander Arendt,Poland,EUROPE,703296748,Stub,38.368
Bernard Szczęsny,Poland,EUROPE,703296780,Stub,38.368
Szczepan Lewna,Poland,EUROPE,703296853,Stub,38.368
Miguel Cárdenas,Mexico,LATIN AMERICA AND THE CARIBBEAN,703325745,Stub,127.792
Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,AFRICA,703331074,C,4.65
Gun Carlson,Finland,EUROPE,703366953,Stub,5.529
Roger Jansson,Finland,EUROPE,703366980,Stub,5.529
Muhammad Said al-Attar,Yemen,ASIA,703380433,Stub,29.826
Hassan Muhammad Makki,Yemen,ASIA,703384635,Stub,29.826
Kadhi Abdullah al-Hagri,Yemen,ASIA,703384656,Stub,29.826
Alan Huckle,United Kingdom,EUROPE,703385617,Stub,67.16
Sergei Zubatov,Russia,EUROPE,703386200,Start,146.733
Olof Erland,Finland,EUROPE,703392035,Stub,5.529
Sune Eriksson,Finland,EUROPE,703392121,Stub,5.529
Fredrik Gyllenborg,Sweden,EUROPE,703401191,Stub,10.377
Bruno Erhard Abegg,Germany,EUROPE,703401364,Stub,83.3
Daniel Constantin (administrator),France,EUROPE,703403120,Stub,64.94
Gert Rudolph,South Africa,AFRICA,703405191,Start,59.628
Anton von Winzor,Austria,EUROPE,703406889,Stub,8.914
Francisco Lopes,Portugal,EUROPE,703412803,Stub,10.255
Alberto Oreamuno Flores,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,703416870,Stub,5.111000000000001
Zhang Anshi,China,ASIA,703422434,Stub,1402.385
Jacques Claude Beugnot,France,EUROPE,703423083,Start,64.94
Nzo Ekangaki,Cameroon,AFRICA,703442039,Start,26.598000000000003
Theodor Ab Yberg,Switzerland,EUROPE,703463813,Start,8.634
Manuel Montt,Chile,LATIN AMERICA AND THE CARIBBEAN,703494680,Start,19.47
José Antonio Mora,Uruguay,LATIN AMERICA AND THE CARIBBEAN,703495399,Stub,3.531
Faizanullah Faizan,Afghanistan,ASIA,703507854,Stub,38.928000000000004
Francisco Romão,Angola,AFRICA,703532164,Stub,32.522
Ohannes Tchekidjian,Armenia,ASIA,703540064,Start,2.9560000000000004
Lagitupu Tuilimu,Tuvalu,OCEANIA,703546632,Start,0.01
Hans von Dellingshausen,Sweden,EUROPE,703547153,Stub,10.377
Cyryl Ratajski,Poland,EUROPE,703550487,Stub,38.368
Dragan Mikerević,Bosnia-Herzegovina,EUROPE,703551448,Stub,3.281
Émile Deschanel,France,EUROPE,703555897,Stub,64.94
Ragnar Arnalds,Iceland,EUROPE,703558722,Stub,368.0
Sigurður Kári Kristjánsson,Iceland,EUROPE,703558902,Stub,368.0
Guðjón Arnar Kristjánsson,Iceland,EUROPE,703559376,Stub,368.0
Magnús Þór Hafsteinsson,Iceland,EUROPE,703559571,Stub,368.0
Lars Herman Gyllenhaal,Sweden,EUROPE,703560413,Stub,10.377
Gregory Fortuin,New Zealand,OCEANIA,703569338,Stub,4.987
Rogatien Biaou,Benin,AFRICA,703580130,Stub,12.209000000000001
Charles Saunders (administrator),South Africa,AFRICA,703652809,Start,59.628
Zheng Chenggong,China,ASIA,703693244,Stub,1402.385
Manuel Guillermo Pinto,Argentina,LATIN AMERICA AND THE CARIBBEAN,703707383,Stub,45.376999999999995
Mohlabi Tsekoa,Lesotho,AFRICA,703719281,Start,2.142
Jorge de Melo,Portugal,EUROPE,703721936,Stub,10.255
Giuseppe Arzilli,San Marino,EUROPE,703726449,Stub,34.0
Roberto Raschi,San Marino,EUROPE,703726461,Stub,34.0
Huo Guang,China,ASIA,703759447,C,1402.385
Ernest Ako,Ghana,AFRICA,703821686,Stub,31.073
Fritz Theilen,Germany,EUROPE,703857757,Stub,83.3
Juho Niukkanen,Finland,EUROPE,703874973,Stub,5.529
Alexander Creighton Arthur,New Zealand,OCEANIA,703875077,Stub,4.987
Abebe Aregai,Ethiopia,AFRICA,703915721,B,114.916
Andriy Chornovil,Ukraine,EUROPE,703922417,Stub,41.778
Max Binder,Switzerland,EUROPE,703925527,Stub,8.634
Khin Htay Kywe,Myanmar,ASIA,703937309,Stub,54.70399999999999
Myint Aung (MP),Myanmar,ASIA,703937386,Stub,54.70399999999999
Paul-Marie Yembit,Gabon,AFRICA,704000120,Stub,2.231
Jacques Germeaux,Belgium,EUROPE,704001951,Stub,11.515
Anthony Daly (Whiteboy),Ireland,EUROPE,704004670,Stub,5.003
Santos Acosta,Colombia,LATIN AMERICA AND THE CARIBBEAN,704010140,Start,49.443999999999996
Constantin Dăscălescu,Romania,EUROPE,704039294,Stub,19.241
Gheorghe Pop de Băsești,Romania,EUROPE,704047959,Stub,19.241
Henry Ajomale,Nigeria,AFRICA,704094181,Stub,206.14
Robert Melville Smith,Canada,NORTHERN AMERICA,704136762,Stub,38.19
Kolapo Ishola,Nigeria,AFRICA,704235837,Start,206.14
Batarah Shah Tengah,Philippines,ASIA,704358444,C,109.581
Sita Subedi,Nepal,ASIA,704369545,Stub,29.996
Víctor Olea Alegría,Chile,LATIN AMERICA AND THE CARIBBEAN,704428239,Stub,19.47
Kazimierz Krasiński,Poland,EUROPE,704438564,Stub,38.368
Théophile Aube,France,EUROPE,704438953,Stub,64.94
Jean Marie Antoine de Lanessan,France,EUROPE,704451065,Start,64.94
Stanisław Antoni Szczuka,Poland,EUROPE,704452023,Start,38.368
Karol Marcinkowski,Poland,EUROPE,704455431,Start,38.368
Louis-Lucien Klotz,France,EUROPE,704460602,Start,64.94
Mirosław Dzielski,Poland,EUROPE,704467987,Stub,38.368
Peter Tatár,Slovakia,EUROPE,704476712,Stub,5.462000000000001
Ali al-Haidari,Iraq,ASIA,704491213,Stub,39.725
Myra Freeman,Canada,NORTHERN AMERICA,704516768,Start,38.19
Ewaryst Estkowski,Poland,EUROPE,704529226,Stub,38.368
Tytus Działyński,Poland,EUROPE,704529261,Start,38.368
Maksymilian Jackowski,Poland,EUROPE,704529371,Stub,38.368
Antoni Kraszewski,Poland,EUROPE,704529469,Stub,38.368
Ferdinand von Hansemann,Germany,EUROPE,704529565,Stub,83.3
Ludwik Mycielski,Poland,EUROPE,704529649,Stub,38.368
Andrzej Niegolewski,Poland,EUROPE,704529680,Stub,38.368
Władysław Niegolewski,Poland,EUROPE,704529707,Stub,38.368
Gustaw Potworowski,Poland,EUROPE,704529774,Stub,38.368
Piotr Wawrzyniak,Poland,EUROPE,704529947,Stub,38.368
Aniela Tułodziecka,Poland,EUROPE,704529983,Stub,38.368
Heinrich von Tiedemann,Germany,EUROPE,704530012,Stub,83.3
Roman Szymański,Poland,EUROPE,704530050,Stub,38.368
Florian Stablewski,Poland,EUROPE,704530111,Stub,38.368
Walenty Stefański,Poland,EUROPE,704530148,Stub,38.368
Karol Rzepecki,Poland,EUROPE,704530193,Stub,38.368
Edward Raczyński (1786–1845),Poland,EUROPE,704530253,Stub,38.368
Luis Eduardo Garzón,Colombia,LATIN AMERICA AND THE CARIBBEAN,704569851,Start,49.443999999999996
Lasse Wiklöf,Finland,EUROPE,704575541,Stub,5.529
Mōri Gorō,Japan,ASIA,704596904,Stub,125.96700000000001
